Invoice_ID,Date,Client,Product,Quantity,Unit_Price_INR
INV-3651,2023-11-28,Client-086: M/s Neha Fashion House,Cotton Herringbone (Label-203),407,44.27
INV-0524,2023-03-04,Client-126: M/s Mukesh Garments,Raw Silk Ribbon (Label-115),30,108.81
INV-2281,2025-06-30,Client-011: M/s Kavya Industries,Organza Sheer (Label-210),30,59.18
INV-2693,2023-09-08,Client-057: M/s Drashti Emporium,Organza Sheer (Label-210),166,58.37
INV-2886,2023-05-16,Client-001: M/s Geeta Textiles,Silk Printed (Label-112),529,99.1
INV-1429,2025-05-29,Client-088: M/s Pooja Creations,Metallic Zari (Label-306),171,170.14
INV-2582,2024-11-28,Client-009: M/s Narottam Weavers,Chanderi Block Print (Label-221),1655,130.06
INV-3468,2023-03-29,Client-016: M/s Padma Garments,Organza Sheer (Label-210),246,52.79
INV-0604,2026-04-08,Client-107: M/s Ramniklal Event Planners,Patola Woven Border (Label-330),50,262.39
INV-1490,2024-07-13,Client-058: Smt. Deepika Fashion House,Cotton Herringbone (Label-203),70,37.88
INV-3110,2024-03-29,Client-087: M/s Mayur Creations,Raw Silk Ribbon (Label-115),80,112.57
INV-3231,2024-08-10,Client-059: M/s Sita Fabrics,Kutch Embroidery Border (Label-407),23,245.1
INV-0061,2024-08-31,Client-110: M/s Anita Embroidery Works,Polyester Grosgrain (Label-408),50,32.44
INV-3659,2024-04-23,Client-086: M/s Neha Fashion House,Lace Trim Border (Label-217),1053,68.61
INV-0672,2024-01-08,Client-131: M/s Geeta Fabrics,Cotton Herringbone (Label-203),75,39.21
INV-0093,2024-11-24,Client-102: M/s Sita Industries,Chanderi Block Print (Label-221),287,123.67
INV-0667,2023-03-30,Client-042: M/s Pooja Traders,Organza Sheer (Label-210),1974,56.42
INV-1888,2025-06-24,Client-067: M/s Bhavik Traders,Banarasi Zari Border (Label-302),40,138.28
INV-0281,2024-01-31,Client-104: M/s Nirmala Designs,Embroidered Mirror Work (Label-422),114,210.64
INV-1720,2024-12-12,Client-074: M/s Amrut Fashion House,Gota Patti (Label-204),65,78.1
INV-3016,2023-12-19,Client-066: Smt. Krunal Embroidery Works,Patola Woven Border (Label-330),9,272.78
INV-0360,2025-08-03,Client-054: Smt. Subhash Creations,Multicolor Taffeta (Label-308),74,93.24
INV-0900,2024-12-14,Client-033: M/s Vivek Fabrics,Gold Zardozi (Label-501),50,257.76
INV-1936,2023-09-04,Client-112: M/s Indira Traders,Chanderi Block Print (Label-221),367,130.9
INV-1995,2023-04-13,Client-095: M/s Shardaben Handloom,Cotton Herringbone (Label-203),126,41.38
INV-3946,2024-09-03,Client-008: M/s Natubhai Exports,Multicolor Taffeta (Label-308),71,79.26
INV-2896,2023-11-21,Client-002: M/s Chandrika Fashion House,Nylon Woven (Label-501),23,29.13
INV-0761,2023-04-17,Client-056: M/s Shyamlal Textiles,Velvet Roll (Label-405),112,113.66
INV-2159,2023-03-25,Client-066: Smt. Krunal Embroidery Works,Velvet Roll (Label-405),92,123.05
INV-3488,2025-10-11,Client-001: M/s Geeta Textiles,Kutch Embroidery Border (Label-407),179,214.99
INV-0043,2026-01-07,Client-120: M/s Usha Enterprises,Embroidered Mirror Work (Label-422),78,223.68
INV-2174,2024-05-24,Client-013: M/s Gopal Exports,Metallic Zari (Label-306),15,158.66
INV-0205,2023-03-17,Client-012: M/s Nayna Event Planners,Silk Printed (Label-112),176,102.33
INV-1474,2023-09-12,Client-054: Smt. Subhash Creations,Patola Woven Border (Label-330),47,269.88
INV-2101,2024-02-15,Client-148: M/s Navin Fabrics,Lace Trim Border (Label-217),4,70.11
INV-2594,2023-03-29,Client-093: Shri Niraj Boutique,Chiffon Pleated (Label-119),3,75.63
INV-0069,2025-10-21,Client-113: Smt. Kantilal Exports,Satin 1-Inch (Label-101),138,35.69
INV-1876,2024-03-26,Client-068: M/s Madhuri Fabrics,Satin 2-Inch (Label-102),100,46.51
INV-2833,2025-05-21,Client-047: M/s Harish Creations,Patola Woven Border (Label-330),183,230.02
INV-3728,2026-04-12,Client-093: Shri Niraj Boutique,Polyester Grosgrain (Label-408),75,34.71
INV-2232,2024-03-29,Client-019: M/s Sunil Collections,Silk Printed (Label-112),92,94.91
INV-0138,2025-05-01,Client-081: M/s Mahesh Traders,Embroidered Mirror Work (Label-422),578,202.13
INV-2948,2026-02-06,Client-086: M/s Neha Fashion House,Chiffon Pleated (Label-119),45,72.81
INV-0797,2026-03-26,Client-015: M/s Savita Decorators,Metallic Zari (Label-306),18,155.13
INV-2181,2024-09-27,Client-144: M/s Pooja Fashion House,Polyester Grosgrain (Label-408),13,33.64
INV-2129,2023-10-20,Client-022: Shri Champa Traders,Velvet Roll (Label-405),313,125.21
INV-0759,2025-03-07,Client-080: Shri Nayna Weavers,Metallic Zari (Label-306),167,149.08
INV-0542,2023-07-02,Client-058: Smt. Deepika Fashion House,Polyester Grosgrain (Label-408),12,31.49
INV-1020,2023-02-13,Client-017: M/s Rahul Creations,Gota Patti (Label-204),273,91.32
INV-3031,2023-12-26,Client-005: M/s Nayna Garments,Satin 1-Inch (Label-101),12,36.34
INV-0166,2026-07-25,Client-083: M/s Vandana Exports,Chanderi Block Print (Label-221),33,130.04
INV-0249,2026-01-31,Client-031: M/s Paresh Garments,Organza Sheer (Label-210),60,60.23
INV-1332,2024-07-03,Client-150: M/s Kantilal Event Planners,Chanderi Block Print (Label-221),87,122.49
INV-2018,2025-02-07,Client-034: M/s Mansukhbhai Event Planners,Chiffon Pleated (Label-119),253,76.61
INV-0447,2023-10-19,Client-024: M/s Chirag Industries,Banarasi Zari Border (Label-302),11,157.22
INV-2483,2023-12-10,Client-051: M/s Brijesh Saree Centre,Raw Silk Ribbon (Label-115),67,114.68
INV-2907,2025-07-16,Client-014: Shri Usha Fabrics,Multicolor Taffeta (Label-308),23,91.74
INV-1359,2025-08-30,Client-148: M/s Navin Fabrics,Polyester Grosgrain (Label-408),43,32.56
INV-2846,2025-11-12,Client-117: Smt. Narottam Emporium,Chiffon Pleated (Label-119),136,80.99
INV-2146,2025-12-27,Client-059: M/s Sita Fabrics,Gold Zardozi (Label-501),74,261.34
INV-1330,2023-12-09,Client-131: M/s Geeta Fabrics,Lace Trim Border (Label-217),331,64.98
INV-3974,2023-01-08,Client-114: M/s Padma Enterprises,Organza Sheer (Label-210),16,51.71
INV-2786,2023-03-19,Client-009: M/s Narottam Weavers,Raw Silk Ribbon (Label-115),175,114.22
INV-3876,2026-01-19,Client-072: M/s Arun Fashion House,Chanderi Block Print (Label-221),32,147.75
INV-2151,2024-09-30,Client-018: Smt. Foram Fabrics,Banarasi Zari Border (Label-302),68,152.4
INV-0435,2025-01-07,Client-146: M/s Yash Fashion House,Jacquard Brocade (Label-315),205,170.37
INV-2123,2026-05-10,Client-044: Shri Meena Silk House,Jacquard Brocade (Label-315),52,161.0
INV-0578,2026-03-26,Client-058: Smt. Deepika Fashion House,Patola Woven Border (Label-330),7,268.66
INV-2901,2023-08-06,Client-065: Shri Arvind Emporium,Multicolor Taffeta (Label-308),68,86.84
INV-3167,2023-12-12,Client-112: M/s Indira Traders,Velvet Roll (Label-405),316,110.12
INV-2967,2023-01-06,Client-119: M/s Bhikhabhai Emporium,Silver Tissue (Label-312),220,181.17
INV-3822,2024-09-23,Client-091: M/s Bharat Silk House,Nylon Woven (Label-501),87,29.11
INV-3650,2024-09-09,Client-084: M/s Kantilal Embroidery Works,Multicolor Taffeta (Label-308),15,91.02
INV-2449,2024-08-19,Client-053: M/s Malti Enterprises,Raw Silk Ribbon (Label-115),305,116.38
INV-1849,2025-04-16,Client-038: M/s Natubhai Creations,Kutch Embroidery Border (Label-407),37,229.73
INV-0763,2023-01-19,Client-149: Shri Alpesh Saree Centre,Satin 2-Inch (Label-102),43,51.88
INV-3038,2026-04-20,Client-026: Smt. Vivek Fabrics,Banarasi Zari Border (Label-302),185,130.61
INV-0389,2025-07-25,Client-127: M/s Nayna Boutique,Silver Tissue (Label-312),7,195.42
INV-0236,2025-05-03,Client-008: M/s Natubhai Exports,Satin 2-Inch (Label-102),95,53.89
INV-3466,2024-10-07,Client-063: Smt. Padma Saree Centre,Embroidered Mirror Work (Label-422),46,190.78
INV-1985,2024-09-29,Client-124: M/s Bhavesh Exports,Banarasi Zari Border (Label-302),409,138.07
INV-0268,2023-06-11,Client-114: M/s Padma Enterprises,Chanderi Block Print (Label-221),26,128.42
INV-0771,2024-08-28,Client-139: M/s Gopal Fashion House,Lace Trim Border (Label-217),162,64.4
INV-2166,2025-09-26,Client-145: M/s Rahul Decorators,Chiffon Pleated (Label-119),92,76.6
INV-0438,2023-03-14,Client-108: M/s Shyam Event Planners,Nylon Woven (Label-501),10,27.0
INV-0674,2023-02-03,Client-130: M/s Jignesh Creations,Patola Woven Border (Label-330),46,245.99
INV-0250,2024-11-25,Client-094: M/s Dilip Weavers,Organza Sheer (Label-210),50,51.69
INV-2202,2026-01-10,Client-081: M/s Mahesh Traders,Gota Patti (Label-204),19,93.01
INV-1575,2025-12-22,Client-047: M/s Harish Creations,Patola Woven Border (Label-330),27,246.26
INV-2143,2023-06-19,Client-130: M/s Jignesh Creations,Jacquard Brocade (Label-315),60,171.41
INV-2082,2026-04-29,Client-012: M/s Nayna Event Planners,Patola Woven Border (Label-330),89,244.5
INV-3482,2024-09-05,Client-068: M/s Madhuri Fabrics,Banarasi Zari Border (Label-302),157,158.78
INV-3416,2023-10-08,Client-090: Shri Prital Handloom,Silk Printed (Label-112),938,87.43
INV-3810,2026-04-01,Client-145: M/s Rahul Decorators,Jacquard Brocade (Label-315),500,179.96
INV-0449,2023-07-15,Client-101: Smt. Manju Garments,Satin 1-Inch (Label-101),142,35.64
INV-1470,2026-03-18,Client-025: M/s Ruchita Exports,Kutch Embroidery Border (Label-407),111,215.33
INV-0717,2024-12-03,Client-128: M/s Balaji Event Planners,Embroidered Mirror Work (Label-422),38,197.84
INV-3177,2025-02-04,Client-069: Smt. Mohan Designs,Lace Trim Border (Label-217),98,69.73
INV-3478,2025-02-13,Client-088: M/s Pooja Creations,Nylon Woven (Label-501),121,26.85
INV-2049,2025-10-23,Client-096: M/s Kiran Emporium,Chiffon Pleated (Label-119),243,80.48
INV-1902,2024-07-15,Client-026: Smt. Vivek Fabrics,Cotton Herringbone (Label-203),54,45.94
INV-3311,2024-06-05,Client-038: M/s Natubhai Creations,Nylon Woven (Label-501),30,27.92
INV-1169,2023-08-06,Client-040: M/s Drashti Fashion House,Gota Patti (Label-204),32,77.88
INV-0083,2025-09-15,Client-063: Smt. Padma Saree Centre,Multicolor Taffeta (Label-308),138,88.9
INV-3207,2026-06-28,Client-040: M/s Drashti Fashion House,Gold Zardozi (Label-501),443,295.43
INV-2725,2023-05-13,Client-074: M/s Amrut Fashion House,Kutch Embroidery Border (Label-407),-22,215.36
INV-3045,2023-01-31,Client-144: M/s Pooja Fashion House,Silk Printed (Label-112),134,93.67
INV-1461,2025-06-23,Client-075: Smt. Seema Exports,Organza Sheer (Label-210),44,51.81
INV-2819,2023-08-12,Client-023: M/s Navin Embroidery Works,Banarasi Zari Border (Label-302),66,153.01
INV-1894,2024-08-17,Client-096: M/s Kiran Emporium,Metallic Zari (Label-306),238,157.23
INV-1669,2026-03-07,Client-009: M/s Narottam Weavers,Velvet Roll (Label-405),1069,131.42
INV-2757,2025-02-26,Client-042: M/s Pooja Traders,Kutch Embroidery Border (Label-407),7,239.17
INV-2001,2025-02-02,Client-026: Smt. Vivek Fabrics,Chiffon Pleated (Label-119),71,75.19
INV-0476,2024-02-17,Client-088: M/s Pooja Creations,Jacquard Brocade (Label-315),188,189.66
INV-0518,2025-06-26,Client-083: M/s Vandana Exports,Cotton Herringbone (Label-203),31,43.92
INV-3586,2025-06-24,Client-105: M/s Anjali Collections,Silver Tissue (Label-312),542,192.74
INV-0405,2026-03-05,Client-088: M/s Pooja Creations,Patola Woven Border (Label-330),78,263.11
INV-0385,2025-07-12,Client-092: M/s Pushpa Silk House,Gota Patti (Label-204),1246,84.74
INV-3219,2026-07-14,Client-068: M/s Madhuri Fabrics,Silver Tissue (Label-312),28,209.02
INV-2153,2025-03-11,Client-064: Smt. Nayna Exports,Lace Trim Border (Label-217),4,59.42
INV-1634,2023-01-21,Client-051: M/s Brijesh Saree Centre,Satin 1-Inch (Label-101),34,36.56
INV-3812,2023-08-19,Client-099: M/s Sushila Garments,Velvet Roll (Label-405),44,112.12
INV-0689,2023-07-06,Client-121: M/s Harish Traders,Raw Silk Ribbon (Label-115),35,108.58
INV-3232,2025-01-18,Client-081: M/s Mahesh Traders,Cotton Herringbone (Label-203),60,44.44
INV-2875,2025-07-31,Client-036: M/s Rahul Enterprises,Banarasi Zari Border (Label-302),29,133.84
INV-1241,2025-07-26,Client-132: M/s Shanta Creations,Gold Zardozi (Label-501),130,258.61
INV-0063,2023-11-18,Client-142: M/s Vandana Boutique,Satin 1-Inch (Label-101),23,32.6
INV-0853,2023-09-27,Client-001: M/s Geeta Textiles,Raw Silk Ribbon (Label-115),-19,115.84
INV-3661,2026-03-29,Client-022: Shri Champa Traders,Metallic Zari (Label-306),230,163.08
INV-3283,2024-01-11,Client-105: M/s Anjali Collections,Jacquard Brocade (Label-315),19,190.15
INV-1263,2024-06-12,Client-031: M/s Paresh Garments,Banarasi Zari Border (Label-302),26,136.37
INV-0224,2026-07-30,Client-093: Shri Niraj Boutique,Gold Zardozi (Label-501),1447,264.56
INV-2194,2025-11-05,Client-138: Smt. Natubhai Weavers,Metallic Zari (Label-306),175,147.35
INV-0374,2024-11-08,Client-119: M/s Bhikhabhai Emporium,Nylon Woven (Label-501),91,29.67
INV-1825,2023-02-05,Client-120: M/s Usha Enterprises,Banarasi Zari Border (Label-302),201,158.51
INV-3365,2024-11-19,Client-139: M/s Gopal Fashion House,Chiffon Pleated (Label-119),58,70.16
INV-3825,2025-11-10,Client-031: M/s Paresh Garments,Lace Trim Border (Label-217),33,69.87
INV-3453,2026-04-04,Client-068: M/s Madhuri Fabrics,Metallic Zari (Label-306),113,169.95
INV-3572,2023-04-24,Client-105: M/s Anjali Collections,Gota Patti (Label-204),149,77.41
INV-2872,2023-01-11,Client-121: M/s Harish Traders,Satin 1-Inch (Label-101),281,32.97
INV-0010,2024-10-21,Client-114: M/s Padma Enterprises,Patola Woven Border (Label-330),172,235.69
INV-2498,2023-10-19,,Nylon Woven (Label-501),160,30.26
INV-1945,2023-09-02,Client-016: M/s Padma Garments,Metallic Zari (Label-306),1309,147.12
INV-1839,2025-11-06,Client-089: M/s Naresh Fashion House,Silk Printed (Label-112),165,92.7
INV-0709,2026-06-20,Client-028: Shri Tarun Industries,Velvet Roll (Label-405),183,130.08
INV-0256,2026-07-12,,Satin 2-Inch (Label-102),270,47.66
INV-2931,2023-04-15,Client-139: M/s Gopal Fashion House,Jacquard Brocade (Label-315),47,161.2
INV-1618,2025-04-01,Client-034: M/s Mansukhbhai Event Planners,Multicolor Taffeta (Label-308),57,85.65
INV-0390,2024-07-02,Client-094: M/s Dilip Weavers,Silver Tissue (Label-312),47,207.58
INV-1582,2024-05-18,Client-141: Shri Brijesh Event Planners,Satin 2-Inch (Label-102),33,50.39
INV-2957,2025-12-15,Client-148: M/s Navin Fabrics,Satin 1-Inch (Label-101),138,34.47
INV-0925,2025-08-25,Client-020: M/s Jagdish Fabrics,Patola Woven Border (Label-330),220,256.68
INV-3692,2023-06-09,Client-077: Shri Deepak Fashion House,Nylon Woven (Label-501),67,28.67
INV-3138,2025-08-07,Client-121: M/s Harish Traders,Jacquard Brocade (Label-315),106,182.14
INV-2509,2026-03-05,Client-040: M/s Drashti Fashion House,Chiffon Pleated (Label-119),17,72.45
INV-2037,2023-05-03,Client-102: M/s Sita Industries,Banarasi Zari Border (Label-302),34,141.04
INV-3182,2024-03-03,Client-033: M/s Vivek Fabrics,Satin 1-Inch (Label-101),541,32.74
INV-1225,2026-02-07,Client-081: M/s Mahesh Traders,Lace Trim Border (Label-217),94,58.6
INV-3007,2024-02-27,Client-076: Smt. Ashok Designs,Chanderi Block Print (Label-221),43,138.82
INV-2550,2026-06-13,Client-001: M/s Geeta Textiles,Velvet Roll (Label-405),77,119.59
INV-1947,2024-10-10,Client-044: Shri Meena Silk House,Kutch Embroidery Border (Label-407),164,240.22
INV-0740,2026-01-09,Client-117: Smt. Narottam Emporium,Chanderi Block Print (Label-221),72,141.72
INV-0041,2023-08-05,Client-093: Shri Niraj Boutique,Chanderi Block Print (Label-221),218,145.57
INV-0869,2025-04-27,Client-090: Shri Prital Handloom,Silver Tissue (Label-312),46,206.94
INV-2780,2023-11-23,Client-101: Smt. Manju Garments,Patola Woven Border (Label-330),135,268.67
INV-0540,2023-12-15,Client-143: M/s Prakash Silk House,Jacquard Brocade (Label-315),30,167.78
INV-2746,2024-04-03,,Patola Woven Border (Label-330),121,267.61
INV-3331,2026-05-23,Client-095: M/s Shardaben Handloom,Kutch Embroidery Border (Label-407),6,240.36
INV-2724,2023-02-06,Client-013: M/s Gopal Exports,Gold Zardozi (Label-501),216,272.62
INV-1372,2024-05-11,Client-113: Smt. Kantilal Exports,Organza Sheer (Label-210),17,54.68
INV-1146,2025-07-18,Client-127: M/s Nayna Boutique,Velvet Roll (Label-405),129,113.39
INV-1032,2026-03-20,Client-145: M/s Rahul Decorators,Multicolor Taffeta (Label-308),39,85.16
INV-0373,2024-12-03,Client-043: Smt. Manju Weavers,Nylon Woven (Label-501),117,28.09
INV-0668,2026-03-18,Client-043: Smt. Manju Weavers,Cotton Herringbone (Label-203),96,45.55
INV-3020,2026-01-04,Client-129: M/s Padma Industries,Gold Zardozi (Label-501),268,289.02
INV-0358,2024-07-28,Client-101: Smt. Manju Garments,Lace Trim Border (Label-217),528,59.98
INV-0968,2026-01-03,Client-149: Shri Alpesh Saree Centre,Nylon Woven (Label-501),67,30.38
INV-2832,2023-01-12,Client-124: M/s Bhavesh Exports,Banarasi Zari Border (Label-302),111,145.63
INV-2784,2023-03-22,Client-137: M/s Vandana Traders,Patola Woven Border (Label-330),156,238.43
INV-1354,2023-03-07,Client-126: M/s Mukesh Garments,Gota Patti (Label-204),388,79.67
INV-1036,2024-07-23,Client-022: Shri Champa Traders,Silver Tissue (Label-312),50,208.63
INV-3019,2023-02-01,Client-083: M/s Vandana Exports,Nylon Woven (Label-501),977,28.8
INV-0471,2023-04-25,Client-057: M/s Drashti Emporium,Kutch Embroidery Border (Label-407),38,245.94
INV-3554,2026-04-22,Client-057: M/s Drashti Emporium,Nylon Woven (Label-501),371,27.63
INV-1397,2024-01-11,Client-002: M/s Chandrika Fashion House,Satin 1-Inch (Label-101),73,37.59
INV-3975,2023-04-14,Client-016: M/s Padma Garments,Kutch Embroidery Border (Label-407),181,247.48
INV-1550,2024-07-03,Client-044: Shri Meena Silk House,Nylon Woven (Label-501),181,25.46
INV-1257,2026-04-01,Client-137: M/s Vandana Traders,Raw Silk Ribbon (Label-115),46,106.05
INV-2095,2023-06-29,Client-120: M/s Usha Enterprises,Raw Silk Ribbon (Label-115),249,113.3
INV-1556,2023-12-28,Client-005: M/s Nayna Garments,Silver Tissue (Label-312),573,201.14
INV-3439,2026-04-28,Client-017: M/s Rahul Creations,Polyester Grosgrain (Label-408),253,30.24
INV-1251,2026-07-01,Client-060: Smt. Seema Fabrics,Chiffon Pleated (Label-119),17,72.58
INV-1700,2024-10-15,Client-150: M/s Kantilal Event Planners,Embroidered Mirror Work (Label-422),173,215.75
INV-1253,2024-09-24,Client-032: Shri Lakshmi Event Planners,Chanderi Block Print (Label-221),1989,136.6
INV-3681,2025-03-25,Client-084: M/s Kantilal Embroidery Works,Cotton Herringbone (Label-203),95,38.31
INV-3705,2025-04-02,Client-124: M/s Bhavesh Exports,Multicolor Taffeta (Label-308),23,84.64
INV-2934,2026-06-13,Client-130: M/s Jignesh Creations,Kutch Embroidery Border (Label-407),142,227.63
INV-0080,2024-05-05,Client-080: Shri Nayna Weavers,Silver Tissue (Label-312),100,176.03
INV-1173,2023-05-25,Client-098: M/s Bhavna Garments,Satin 1-Inch (Label-101),18,34.29
INV-0815,2026-06-19,Client-120: M/s Usha Enterprises,Chanderi Block Print (Label-221),93,147.02
INV-1853,2025-12-20,Client-109: M/s Padma Silk House,Lace Trim Border (Label-217),98,60.16
INV-2221,2025-01-03,Client-123: M/s Alka Collections,Patola Woven Border (Label-330),16,260.38
INV-2720,2024-06-24,Client-011: M/s Kavya Industries,Velvet Roll (Label-405),65,113.81
INV-3495,2025-06-26,Client-092: M/s Pushpa Silk House,Gold Zardozi (Label-501),605,264.46
INV-2106,2025-06-19,Client-097: M/s Deepika Designs,Gota Patti (Label-204),396,84.05
INV-0134,2026-05-30,Client-033: M/s Vivek Fabrics,Cotton Herringbone (Label-203),97,43.04
INV-1141,2023-10-01,Client-084: M/s Kantilal Embroidery Works,Polyester Grosgrain (Label-408),374,30.07
INV-0934,2025-09-20,Client-136: M/s Anjali Decorators,Banarasi Zari Border (Label-302),186,140.44
INV-0929,2026-02-28,Client-122: M/s Bhikhabhai Enterprises,Kutch Embroidery Border (Label-407),117,214.78
INV-0824,2026-06-08,Client-059: M/s Sita Fabrics,Embroidered Mirror Work (Label-422),406,199.1
INV-1532,2024-09-15,Client-094: M/s Dilip Weavers,Cotton Herringbone (Label-203),89,45.72
INV-1215,2024-02-25,Client-041: M/s Varsha Handloom,Polyester Grosgrain (Label-408),152,33.33
INV-0505,2025-10-25,Client-133: Smt. Manisha Designs,Kutch Embroidery Border (Label-407),559,238.17
INV-3952,2025-05-30,Client-004: Smt. Narottam Fabrics,Banarasi Zari Border (Label-302),171,137.61
INV-2396,2025-03-15,Client-090: Shri Prital Handloom,Embroidered Mirror Work (Label-422),17,217.89
INV-1997,2024-09-01,Client-029: M/s Hitesh Boutique,Lace Trim Border (Label-217),168,68.01
INV-2435,2023-02-26,Client-096: M/s Kiran Emporium,Chiffon Pleated (Label-119),37,74.25
INV-3073,2024-10-07,Client-021: M/s Yash Emporium,Banarasi Zari Border (Label-302),113,152.07
INV-1959,2025-07-09,Client-044: Shri Meena Silk House,Banarasi Zari Border (Label-302),29,158.04
INV-1385,2024-03-23,Client-128: M/s Balaji Event Planners,Velvet Roll (Label-405),15,125.1
INV-0895,2024-02-10,Client-137: M/s Vandana Traders,Satin 1-Inch (Label-101),117,38.32
INV-0829,2024-10-12,Client-038: M/s Natubhai Creations,Gota Patti (Label-204),113,89.51
INV-3940,2024-12-01,Client-100: Smt. Kavita Saree Centre,Banarasi Zari Border (Label-302),15,157.03
INV-2524,2023-05-16,Client-015: M/s Savita Decorators,Embroidered Mirror Work (Label-422),92,206.05
INV-1684,2026-03-08,Client-060: Smt. Seema Fabrics,Silver Tissue (Label-312),58,178.08
INV-3423,2024-11-02,Client-022: Shri Champa Traders,Multicolor Taffeta (Label-308),513,80.37
INV-3686,2025-05-31,Client-116: Shri Alka Industries,Chiffon Pleated (Label-119),14,77.19
INV-3335,2023-11-12,Client-045: M/s Akash Saree Centre,Raw Silk Ribbon (Label-115),60,114.9
INV-0653,2026-04-22,Client-075: Smt. Seema Exports,Organza Sheer (Label-210),60,54.61
INV-0173,2024-05-22,Client-113: Smt. Kantilal Exports,Gold Zardozi (Label-501),30,281.27
INV-3198,2024-03-31,Client-119: M/s Bhikhabhai Emporium,Multicolor Taffeta (Label-308),30,81.52
INV-0039,2026-05-14,Client-145: M/s Rahul Decorators,Banarasi Zari Border (Label-302),18,140.57
INV-3815,2025-05-12,Client-068: M/s Madhuri Fabrics,Cotton Herringbone (Label-203),52,40.06
INV-0714,2023-12-24,Client-031: M/s Paresh Garments,Gold Zardozi (Label-501),72,277.76
INV-0091,2023-07-25,Client-113: Smt. Kantilal Exports,Velvet Roll (Label-405),166,120.62
INV-3936,2024-05-29,Client-001: M/s Geeta Textiles,Satin 1-Inch (Label-101),16,34.46
INV-1206,2026-06-27,Client-023: M/s Navin Embroidery Works,Patola Woven Border (Label-330),27,249.14
INV-2924,2024-02-11,Client-113: Smt. Kantilal Exports,Patola Woven Border (Label-330),71,231.01
INV-3280,2026-03-20,Client-018: Smt. Foram Fabrics,Cotton Herringbone (Label-203),7,43.73
INV-3435,2024-01-07,Client-079: M/s Savita Weavers,Embroidered Mirror Work (Label-422),339,202.72
INV-3142,2024-07-19,Client-080: Shri Nayna Weavers,Banarasi Zari Border (Label-302),148,149.56
INV-1828,2024-07-19,Client-127: M/s Nayna Boutique,Organza Sheer (Label-210),61,52.0
INV-1156,2026-04-03,Client-044: Shri Meena Silk House,Gold Zardozi (Label-501),375,279.6
INV-1325,2023-05-14,Client-034: M/s Mansukhbhai Event Planners,Silk Printed (Label-112),36,89.14
INV-0217,2026-05-24,Client-116: Shri Alka Industries,Lace Trim Border (Label-217),196,63.34
INV-0511,2023-08-19,Client-038: M/s Natubhai Creations,Kutch Embroidery Border (Label-407),273,234.04
INV-1681,2025-12-22,Client-008: M/s Natubhai Exports,Velvet Roll (Label-405),180,112.32
INV-0500,2025-01-26,Client-012: M/s Nayna Event Planners,Cotton Herringbone (Label-203),259,41.49
INV-3287,2024-10-04,Client-037: M/s Vinod Fashion House,Kutch Embroidery Border (Label-407),112,246.58
INV-1857,2023-10-03,Client-131: M/s Geeta Fabrics,Satin 1-Inch (Label-101),-13,32.57
INV-1389,2026-04-13,Client-131: M/s Geeta Fabrics,Chanderi Block Print (Label-221),103,141.53
INV-1520,2024-06-28,Client-126: M/s Mukesh Garments,Silver Tissue (Label-312),1938,194.83
INV-2387,2024-12-12,Client-038: M/s Natubhai Creations,Patola Woven Border (Label-330),204,262.58
INV-3622,2023-01-31,Client-066: Smt. Krunal Embroidery Works,Patola Woven Border (Label-330),118,268.41
INV-2077,2025-04-07,Client-105: M/s Anjali Collections,Lace Trim Border (Label-217),47,66.9
INV-1541,2024-02-18,Client-040: M/s Drashti Fashion House,Banarasi Zari Border (Label-302),38,134.21
INV-1218,2023-01-14,Client-122: M/s Bhikhabhai Enterprises,Metallic Zari (Label-306),117,153.18
INV-2682,2023-09-25,Client-136: M/s Anjali Decorators,Embroidered Mirror Work (Label-422),69,197.98
INV-3819,2023-11-16,Client-118: M/s Pravin Textiles,Lace Trim Border (Label-217),101,61.73
INV-2994,2025-03-06,Client-002: M/s Chandrika Fashion House,Silver Tissue (Label-312),71,176.09
INV-1417,2023-12-06,Client-065: Shri Arvind Emporium,Polyester Grosgrain (Label-408),156,32.0
INV-2218,2025-10-16,Client-040: M/s Drashti Fashion House,Raw Silk Ribbon (Label-115),467,119.24
INV-3892,2025-03-10,Client-147: M/s Jagdish Silk House,Metallic Zari (Label-306),371,167.33
INV-1677,2023-12-06,Client-125: Shri Padma Saree Centre,Embroidered Mirror Work (Label-422),71,226.08
INV-1198,2025-06-03,Client-127: M/s Nayna Boutique,Kutch Embroidery Border (Label-407),27,234.41
INV-1543,2023-08-29,Client-018: Smt. Foram Fabrics,Satin 2-Inch (Label-102),81,49.19
INV-2961,2023-03-31,Client-083: M/s Vandana Exports,Silver Tissue (Label-312),827,195.43
INV-2540,2023-08-30,Client-115: M/s Vijay Fashion House,Organza Sheer (Label-210),24,51.14
INV-0954,2025-10-04,Client-139: M/s Gopal Fashion House,Embroidered Mirror Work (Label-422),26,198.17
INV-3146,2025-09-24,Client-055: M/s Balaji Collections,Organza Sheer (Label-210),181,59.67
INV-3081,2023-10-17,Client-052: Smt. Anita Saree Centre,Polyester Grosgrain (Label-408),96,33.99
INV-2636,2026-03-24,Client-110: M/s Anita Embroidery Works,Lace Trim Border (Label-217),6,70.65
INV-0751,2023-11-08,Client-137: M/s Vandana Traders,Gota Patti (Label-204),122,79.66
INV-2706,2023-08-11,Client-058: Smt. Deepika Fashion House,Nylon Woven (Label-501),17,27.42
